       p2p2       
 KB/s in  KB/s out
 1898.57   1516.96
  897.28   1339.99
 1240.42   1611.50
 1181.47   1293.22
 2153.51   1636.91
 1305.36   1475.56
 1168.34   1570.36
       p2p2       
 KB/s in  KB/s out
 1083.70   1438.39
 1041.08   1304.55
 1742.07   1780.79
 1957.01   1552.50
 1121.56   1484.07
 1281.28   1626.66
 1109.49   1280.46
 2224.88   1822.72
 1488.45   1566.32
 1369.09   1744.53
  914.53   1239.06
 1208.50   1462.46
 1892.35   1983.03
 1993.85   1532.10
 1054.66   1454.53
  997.58   1467.29
 1437.81   1652.23
 2430.66   1976.36
 1345.70   1336.43
 1029.47   1355.82
 1049.99   1504.82
 1307.34   1649.76
       p2p2       
 KB/s in  KB/s out
 1714.80   1906.42
 1865.15   1382.94
 1115.95   1471.52
 1073.30   1447.43
 1337.34   1483.28
 2257.44   1709.41
  929.11   1442.21
 1339.18   1486.28
 1232.81   1579.94
 1035.26   1287.14
 2097.92   1853.45
 1765.59   1583.43
 1049.74   1403.22
 1266.36   1597.93
 1047.80   1509.60
 1532.27   1766.13
 2058.04   1453.10
 1129.99   1476.95
 1019.22   1367.98
 1285.20   1423.16
 2184.39   1733.89
 1323.49   1300.57
       p2p2       
 KB/s in  KB/s out
  969.83   1353.26
 1355.67   1677.85
 1187.41   1494.41
 1555.14   1719.08
 2015.64   1436.12
 1137.65   1410.52
 1011.97   1390.39
 1195.40   1425.22
 2112.14   1636.22
 1206.52   1309.40
 1032.65   1453.88
 1174.26   1503.27
 1418.45   1709.98
 1948.56   1586.46
 1634.91   1499.45
 1143.94   1517.36
  954.57   1223.77
