Linux 3.19.0-25-generic (dss-storage-1) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.07    0.00    3.56    2.08    0.00   84.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sds               0.00     0.00    1.00    2.00     8.00  4096.00  2736.00     6.18  508.00 1016.00  254.00 333.33 100.00
sdt               0.00     7.00    0.00    9.00     0.00  5500.00  1222.22     8.96  690.22    0.00  690.22 110.67  99.60
sdq               0.00     5.00    0.00    7.00     0.00  2860.00   817.14     7.59 1040.00    0.00 1040.00 142.29  99.60
sdv               0.00     3.00    0.00    2.00     0.00   776.00   776.00     8.09 1024.00    0.00 1024.00 498.00  99.60
sdw               0.00     2.00    0.00    6.00     0.00  8072.00  2690.67    10.62  911.33    0.00  911.33 166.00  99.60
sdu               0.00     3.00    0.00   51.00     0.00 94492.00  3705.57    52.34  646.98    0.00  646.98  19.53  99.60
sdy               0.00     6.00    0.00    6.00     0.00  3900.00  1300.00     8.13  775.33    0.00  775.33 166.00  99.60
sdx               0.00     4.00    0.00   12.00     0.00 11380.00  1896.67    11.93  733.67    0.00  733.67  83.00  99.60
sdz               0.00     5.00    0.00    2.00     0.00    44.00    44.00     0.03   14.00    0.00   14.00  16.00   3.20
dm-0              0.00     0.00    0.00    8.00     0.00    48.00    12.00     0.09   11.00    0.00   11.00   4.00   3.20
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          38.26    0.00   18.26   21.20    0.00   22.28

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00     7.00    0.00   39.00     0.00 30052.00  1541.13     9.25  340.72    0.00  340.72  25.64 100.00
sdb               0.00     9.00    3.00  109.00    24.00 34798.50   621.83    12.35  826.00  244.00  842.02   8.93 100.00
sdc               0.00    15.00    0.00  204.00     0.00 28457.00   278.99    38.11  244.02    0.00  244.02   4.90 100.00
sdd               0.00    26.00    0.00   43.00     0.00 45448.00  2113.86     9.60  357.95    0.00  357.95  23.26 100.00
sde               0.00    11.00    0.00   36.00     0.00 27456.00  1525.33     7.13  340.11    0.00  340.11  27.78 100.00
sdf               0.00    18.00    4.00   53.00    32.00 42628.00  1496.84    12.86  285.61  244.00  288.75  17.54 100.00
sdg               0.00    40.00    1.00  407.00     8.00 41779.00   204.84    88.15  509.05  200.00  509.81   2.45 100.00
sdh               0.00    25.00    0.00   52.00     0.00 42097.00  1619.12    12.03  326.46    0.00  326.46  19.23 100.00
sdi               0.00    82.00    0.00  732.00     0.00 26311.00    71.89   124.39  394.30    0.00  394.30   1.37 100.00
sdl               0.00     1.00    0.00   65.00     0.00 115596.00  3556.80    66.07 1394.83    0.00 1394.83  15.38 100.00
sdj               0.00     5.00    0.00   51.00     0.00 92740.00  3636.86    27.74 1398.35    0.00 1398.35  19.61 100.00
sdk               0.00    16.00    0.00   44.00     0.00 39412.00  1791.45    12.21  303.45    0.00  303.45  22.82 100.40
sdm               0.00    13.00    4.00   42.00    32.00 35764.50  1556.37    10.12  423.48  354.00  430.10  21.83 100.40
sdo               0.00    11.00    0.00   34.00     0.00 25680.00  1510.59     8.28  333.53    0.00  333.53  29.53 100.40
sdn               0.00    15.00    0.00   46.00     0.00 41216.00  1792.00    10.75  419.91    0.00  419.91  21.83 100.40
sdp               0.00     9.00    2.00   37.00    16.00 29064.00  1491.28     8.71  319.59  170.00  327.68  25.74 100.40
sdr               0.00    12.00    0.00   39.00     0.00 30300.00  1553.85     8.09  438.26    0.00  438.26  25.74 100.40
sds               0.00    20.00    0.00   49.00     0.00 41244.00  1683.43    12.08  332.82    0.00  332.82  20.49 100.40
sdt               0.00    13.00    2.00   50.00     8.00 43572.00  1676.15    12.82  301.92  296.00  302.16  19.31 100.40
sdq               0.00     6.00    5.00   23.00    40.00 18864.00  1350.29     5.64  216.57  275.20  203.83  35.86 100.40
sdv               0.00    20.00    0.00   49.00     0.00 44636.00  1821.88    10.62  345.88    0.00  345.88  20.49 100.40
sdw               0.00    13.00    1.00   41.00     8.00 32652.00  1555.24    10.12  351.43  172.00  355.80  23.90 100.40
sdu               0.00    29.00    0.00   64.00     0.00 74836.00  2338.62    15.78  675.12    0.00  675.12  15.69 100.40
sdy               0.00     9.00    0.00   36.00     0.00 36032.00  2001.78     8.03  332.56    0.00  332.56  27.89 100.40
sdx               0.00     9.00    0.00   35.00     0.00 27964.00  1597.94     9.50  449.60    0.00  449.60  28.69 100.40
sdz               0.00    16.00    0.00   10.00     0.00   344.00    68.80     0.10   10.00    0.00   10.00   9.60   9.60
dm-0              0.00     0.00    0.00   25.00     0.00   340.00    27.20     0.29   11.68    0.00   11.68   3.84   9.60
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          31.86    0.00   25.21   16.54    0.00   26.39

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    19.00    1.00   38.00     8.00 30124.00  1545.23    11.26  275.28  420.00  271.47  25.64 100.00
sdb               0.00    51.00    1.00  276.00     8.00 26947.00   194.62    59.89  215.38  228.00  215.33   3.61 100.00
sdc               0.00     9.00    0.00   28.00     0.00 18848.00  1346.29     8.96  284.71    0.00  284.71  35.71 100.00
sdd               0.00    14.00    0.00   37.00     0.00 33684.00  1820.76    11.18  256.00    0.00  256.00  27.03 100.00
sde               0.00     9.00    0.00   30.00     0.00 24620.00  1641.33     9.52  263.47    0.00  263.47  33.33 100.00
sdf               0.00    24.00    3.00   33.00    24.00 27444.00  1526.00    38.96  251.11  296.00  247.03  27.78 100.00
sdg               0.00    18.00    0.00   79.00     0.00 35029.50   886.82    13.58  236.56    0.00  236.56  12.66 100.00
sdh               0.00    20.00    0.00   43.00     0.00 39928.00  1857.12    11.56  266.70    0.00  266.70  23.26 100.00
sdi               0.00     9.00    0.00   34.00     0.00 23585.00  1387.35     9.07  244.12    0.00  244.12  29.41 100.00
sdl               0.00     8.00    1.00   43.00     8.00 80884.00  3676.91    20.25 2042.64 2568.00 2030.42  22.73 100.00
sdj               0.00    20.00    0.00   41.00     0.00 38556.00  1880.78    14.34  273.46    0.00  273.46  24.39 100.00
sdk               0.00     8.00    2.00   28.00    16.00 21516.00  1435.47    10.12  270.67  428.00  259.43  33.20  99.60
sdm               0.00     6.00    4.00   25.00    32.00 21984.00  1518.34     8.57  258.21  273.00  255.84  34.34  99.60
sdo               0.00     8.00    0.00   15.00     0.00 11320.00  1509.33     6.28  266.13    0.00  266.13  66.13  99.20
sdn               0.00    87.00    1.00   36.00     8.00 27968.00  1512.22    15.28  255.03  428.00  250.22  26.92  99.60
sdp               0.00    17.00    3.00   33.00    24.00 29076.00  1616.67    10.86  268.89  226.67  272.73  27.67  99.60
sdr               0.00     7.00    1.00   28.00     8.00 26408.00  1821.79     8.65  237.38  412.00  231.14  34.34  99.60
sds               0.00     8.00    0.00   31.00     0.00 25884.00  1669.94    10.19  284.39    0.00  284.39  32.26 100.00
sdt               0.00    19.00    4.00   33.00    32.00 31928.00  1727.57    11.37  260.00  276.00  258.06  27.03 100.00
sdq               0.00    93.00    1.00  336.00     8.00 14264.00    84.70   116.52  277.47  320.00  277.35   2.97 100.00
sdv               0.00    19.00    2.00   41.00    16.00 36804.00  1712.56    12.05  285.21  298.00  284.59  23.26 100.00
sdw               0.00     5.00    0.00   26.00     0.00 20168.00  1551.38     5.65  240.46    0.00  240.46  38.46 100.00
sdu               0.00     8.00    3.00   36.00    24.00 42852.00  2198.77    11.19  297.54  276.00  299.33  25.64 100.00
sdy               0.00    13.00    0.00   32.00     0.00 24092.00  1505.75    10.47  282.00    0.00  282.00  31.25 100.00
sdx               0.00    12.00    0.00   36.00     0.00 30120.00  1673.33    11.40  263.67    0.00  263.67  27.78 100.00
sdz               0.00    19.00    0.00   12.00     0.00   856.00   142.67     0.13   10.67    0.00   10.67  10.67  12.80
dm-0              0.00     0.00    0.00   31.00     0.00   856.00    55.23     0.32   10.19    0.00   10.19   4.13  12.80
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          41.36    0.00   19.44   15.21    0.00   23.99

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00    17.82    3.96   59.41    31.68 51615.84  1630.12    11.84  202.56  231.00  200.67  15.62  99.01
sdb               0.00    20.79    0.00   55.45     0.00 51306.93  1850.71    11.31  211.43    0.00  211.43  17.86  99.01
sdc               0.00     8.91    0.00   36.63     0.00 29001.98  1583.35     7.29  257.19    0.00  257.19  27.03  99.01
sdd               0.00     7.92    0.00   44.55     0.00 34835.64  1563.73     7.54  228.18    0.00  228.18  22.22  99.01
sde               0.00    10.89    0.00   40.59     0.00 35061.39  1727.41     6.55  220.98    0.00  220.98  24.29  98.61
sdf               0.00    42.57    1.98  533.66    15.84 42764.36   159.73    77.83  202.53  166.00  202.66   1.85  99.01
sdg               0.00    22.77    0.99   51.49     7.92 44407.92  1692.83    10.59  214.57  316.00  212.62  18.87  99.01
sdh               0.00    19.80    1.98   58.42    15.84 52126.73  1726.69    11.26  203.28  186.00  203.86  16.39  99.01
sdi               0.00    16.83    0.00   49.50     0.00 40285.15  1627.52     9.85  226.88    0.00  226.88  20.00  99.01
sdl               0.00    21.78    5.94   64.36    47.52 57912.87  1649.01    13.71  230.87  236.00  230.40  14.08  99.01
sdj               0.00     0.99    0.00   33.66     0.00 22637.62  1344.94     4.78  264.59    0.00  264.59  25.41  85.54
sdk               0.00    20.79    3.96   52.48    31.68 49504.95  1755.51    10.16  227.79  219.00  228.45  17.54  99.01
sdm               0.00    50.50    0.99  333.66     7.92 33600.00   200.85    60.56  185.27  256.00  185.06   2.96  99.01
sdo               0.00    13.86    3.96   49.50    31.68 41825.74  1565.78     9.67  236.74  171.00  242.00  18.52  99.01
sdn               0.00     2.97    0.99   72.28     7.92 103572.28  2827.46    64.27  475.95  244.00  479.12  13.51  99.01
sdp               0.00    43.56    4.95  395.05    39.60 42750.99   213.95    18.84   51.49  272.00   48.72   2.48  99.01
sdr               0.00   102.97    2.97  605.94    23.76 52862.87   173.71    70.56  120.59  240.00  120.01   1.63  99.01
sds               0.00    16.83    3.96   58.42    31.68 48550.50  1557.71    11.73  217.46  260.00  214.58  15.81  98.61
sdt               0.00    68.32    0.99  387.13     7.92 48904.95   252.05    70.55  186.89  256.00  186.71   2.54  98.61
sdq               0.00    32.67    0.00  317.82     0.00 27257.43   171.53    46.42  218.28    0.00  218.28   3.10  98.61
sdv               0.00    11.88    5.94   39.60    47.52 37394.06  1644.17     8.73  206.87  189.33  209.50  21.65  98.61
sdw               0.00    16.83    4.95   53.47    39.60 43366.34  1486.10    11.13  194.10  247.20  189.19  16.88  98.61
sdu               0.00     5.94    4.95   37.62    39.60 24372.28  1146.79     7.35  208.93  204.00  209.58  23.16  98.61
sdy               0.00    14.85    0.00   45.54     0.00 39746.53  1745.39     7.96  213.04    0.00  213.04  21.57  98.22
sdx               0.00    11.88    0.00   50.50     0.00 43837.62  1736.31     9.60  249.02    0.00  249.02  19.53  98.61
sdz               0.00    17.82    0.00   11.88     0.00   487.13    82.00     0.13   11.00    0.00   11.00  11.00  13.07
dm-0              0.00     0.00    0.00   29.70     0.00   487.13    32.80     0.36   12.13    0.00   12.13   4.40  13.07
dm-1              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          35.87    0.00   19.70   18.60    0.00   25.84

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sda               0.00   149.00    9.00   77.00    72.00 69136.00  1609.49    16.55  113.30  127.11  111.69  11.63 100.00
sdb               0.00    17.00    0.00   70.00     0.00 54736.00  1563.89     5.47   84.11    0.00   84.11  14.23  99.60
sdc               0.00    13.00    0.00   46.00     0.00 41672.00  1811.83     3.18   69.48    0.00   69.48  21.65  99.60
sdd               0.00    17.00    0.00   87.00     0.00 66904.00  1538.02     6.00   68.41    0.00   68.41  11.49 100.00
sde               0.00    61.00    0.00   37.00     0.00 32872.00  1776.86     7.06   60.86    0.00   60.86  26.59  98.40
sdf               0.00    12.00    9.00   44.00    72.00 41720.00  1577.06     4.96   94.11   98.67   93.18  18.87 100.00
sdg               0.00    31.00    0.00   84.00     0.00 72236.00  1719.90     6.69   70.57    0.00   70.57  11.90 100.00
sdh               0.00    56.00    7.00  431.00    56.00 48900.00   223.54     7.04   15.48  102.29   14.07   2.29 100.40
sdi               0.00   171.00    3.00  372.00    24.00 55580.00   296.55    17.10   27.34   66.67   27.02   2.67 100.00
sdl               0.00    51.00   12.00  549.00    96.00 36116.50   129.10     6.56    9.98   75.67    8.55   1.79 100.40
sdj               0.00    12.00    1.00   54.00     8.00 34312.00  1248.00     4.50   65.53  124.00   64.44  14.91  82.00
sdk               0.00    71.00    2.00  430.00    16.00 45246.50   209.55     3.06    7.75  166.00    7.01   2.30  99.20
sdm               0.00    13.00    0.00   45.00     0.00 41668.00  1851.91     3.39   76.62    0.00   76.62  22.04  99.20
sdo               0.00   106.00    8.00  599.00    64.00 41226.50   136.05     6.60    9.02   57.00    8.38   1.65 100.40
sdn               0.00    15.00    5.00   57.00    40.00 83068.00  2680.90    19.22  877.68  670.40  895.86  16.19 100.40
sdp               0.00    16.00    0.00   60.00     0.00 41450.50  1381.68     4.03   69.13    0.00   69.13  16.67 100.00
sdr               0.00    20.00    1.00  115.00     8.00 48734.00   840.38     4.70   39.55   32.00   39.62   8.62 100.00
sds               0.00   119.00   11.00   78.00    84.00 90632.00  2038.56    52.92  142.97   84.00  151.28  11.28 100.40
sdt               0.00    27.00    0.00   93.00     0.00 79240.00  1704.09     7.59   80.56    0.00   80.56  10.80 100.40
sdq               0.00    51.00    0.00   61.00     0.00 79848.00  2617.97    20.25  148.79    0.00  148.79  16.33  99.60
sdv               0.00    20.00   12.00   63.00    92.00 53644.00  1432.96     6.78   89.12   82.67   90.35  13.39 100.40
sdw               0.00   189.00    4.00  605.00    32.00 35181.50   115.64     8.87    8.71   41.00    8.50   1.65 100.40
sdu               0.00    63.00   11.00  447.00    88.00 30125.00   131.93    30.72   66.83   53.09   67.17   2.18 100.00
sdy               0.00    15.00    0.00   66.00     0.00 52900.00  1603.03     4.66   67.70    0.00   67.70  15.21 100.40
sdx               0.00   114.00    0.00   79.00     0.00 61988.00  1569.32    11.94   66.94    0.00   66.94  12.71 100.40
