Linux 3.13.0-63-generic (dss-storage-3) 	10/27/2015 	_x86_64_	(24 CPU)

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          10.13    0.00    3.70    1.76    0.00   84.41

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sds               0.00     2.00    0.00  103.00     0.00 34044.00   661.05     2.53   26.37    0.00   26.37   5.09  52.40
sdt               0.00     2.00    0.00  139.00     0.00 47508.00   683.57     7.04   50.16    0.00   50.16   7.14  99.20
sdu               0.00    81.00    3.00  557.00    24.00 32983.50   117.88     3.29    5.46    9.33    5.44   1.16  64.80
sdw               0.00     0.00    0.00  103.00     0.00 37648.00   731.03     4.69   44.19    0.00   44.19   7.73  79.60
sdv               0.00    67.00   10.00  687.00    80.00 57086.00   164.03    10.23   16.60  104.80   15.31   1.43  99.60
sdx               0.00     2.00    2.00  187.00    16.00 56468.00   597.71     5.02   24.51  126.00   23.42   3.92  74.00
sdy               0.00     0.00    1.00  160.00     8.00 57380.00   712.89    11.00   64.70  156.00   64.12   6.19  99.60
sdo               0.00     0.00    1.00  142.00     8.00 44204.00   618.35     4.24   28.50   48.00   28.37   5.15  73.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          25.97    0.00   17.02   24.71    0.00   32.30

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.99   18.81  121.78   150.50 44118.81   629.75     4.70   44.08   60.63   41.53   7.04  99.01
sdc               0.00     0.99    0.00  125.74     0.00 46190.10   734.68     4.53   41.51    0.00   41.51   7.09  89.11
sdd               0.00     0.00    0.00  111.88     0.00 45766.34   818.12     6.25   71.68    0.00   71.68   8.78  98.22
sde               0.00     0.00    0.00  125.74     0.00 47441.58   754.58     8.13   81.10    0.00   81.10   7.78  97.82
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.99    0.00  103.96     0.00 34720.79   667.96     2.85   27.62    0.00   27.62   6.59  68.51
sdg               0.00    61.39    5.94  577.23    47.52 52877.23   181.51     8.74   15.88  164.00   14.35   1.70  99.01
sdi               0.00     0.00    0.00  135.64     0.00 46312.87   682.86     4.85   33.49    0.00   33.49   6.57  89.11
sdj               0.00     0.00    0.00  136.63     0.00 46578.22   681.80     7.45   66.90    0.00   66.90   7.22  98.61
sdk               0.00     0.00    0.00   88.12     0.00 29615.84   672.18     1.73   20.31    0.00   20.31   3.91  34.46
sdl               0.00     1.98    0.00  172.28     0.00 64712.87   751.26     5.77   35.93    0.00   35.93   5.10  87.92
sdm               0.00     0.00    0.00  101.98     0.00 35968.32   705.40     5.45   58.37    0.00   58.37   9.09  92.67
sdh               0.00     1.98    0.00  178.22     0.00 57786.14   648.49     6.02   31.91    0.00   31.91   5.36  95.45
sdn               0.00     0.00    0.00  100.00     0.00 43722.77   874.46     7.14   87.84    0.00   87.84   9.74  97.43
sdp               0.00     0.99    0.00  143.56     0.00 52526.73   731.75     2.85   22.62    0.00   22.62   3.75  53.86
sdq               0.00     0.00    0.00   36.63     0.00 10245.54   559.35     0.34    9.30    0.00    9.30   2.70   9.90
sdr               0.00     0.00    0.00   81.19     0.00 26324.75   648.49     0.91   11.27    0.00   11.27   3.22  26.14
sds               0.00     0.00    0.00   77.23     0.00 25786.14   667.79     1.34   18.31    0.00   18.31   4.77  36.83
sdt               0.00     0.00    0.00  118.81     0.00 45635.64   768.20     8.55   82.37    0.00   82.37   8.13  96.63
sdu               0.00     0.00    0.00   93.07     0.00 31754.46   682.38     6.80   75.36    0.00   75.36  10.34  96.24
sdw               0.00     4.95    0.00   81.19     0.00 32796.04   807.90     8.55   20.29    0.00   20.29   4.10  33.27
sdv               0.00     0.00    0.00  135.64     0.00 46360.40   683.56     8.46   62.63    0.00   62.63   7.30  99.01
sdx               0.00     0.00   12.87  209.90   102.97 78605.94   706.63    10.40   47.89   90.77   45.26   4.44  99.01
sdy               0.00     0.99    0.00  118.81     0.00 41861.39   704.67     8.26   76.13    0.00   76.13   8.27  98.22
sdo               0.00     0.00    0.99  136.63     7.92 45219.80   657.27     7.64   54.62   32.00   54.78   7.19  99.01
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          33.83    0.00   21.38   21.51    0.00   23.29

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00    83.00    7.00  771.00    56.00 68346.00   175.84     6.00    7.28   21.71    7.14   1.26  98.00
sdc               0.00     0.00    0.00   91.00     0.00 30940.00   680.00     2.10   23.82    0.00   23.82   5.45  49.60
sdd               0.00     0.00    0.00  188.00     0.00 68372.00   727.36     8.22   41.62    0.00   41.62   5.26  98.80
sde               0.00     0.00    0.00  123.00     0.00 45524.00   740.23     5.33   45.63    0.00   45.63   7.15  88.00
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00   79.00     0.00 28428.00   719.70     4.07   42.08    0.00   42.08  10.94  86.40
sdg               0.00     0.00    0.00   97.00     0.00 31300.00   645.36     9.44   82.76    0.00   82.76  10.31 100.00
sdi               0.00     0.00    0.00   95.00     0.00 32476.00   683.71     4.03   42.27    0.00   42.27   8.38  79.60
sdj               0.00     0.00    0.00  130.00     0.00 43624.00   671.14     6.80   47.91    0.00   47.91   7.69 100.00
sdk               0.00     2.00    0.00  179.00     0.00 57304.00   640.27     2.58   14.32    0.00   14.32   3.28  58.80
sdl               0.00     0.00    0.00  111.00     0.00 35632.00   642.02     1.06    9.51    0.00    9.51   2.74  30.40
sdm               0.00     0.00    0.00   85.00     0.00 25100.00   590.59     4.19   41.13    0.00   41.13   9.51  80.80
sdh               0.00     0.00    0.00  200.00     0.00 70776.00   707.76     7.37   33.08    0.00   33.08   4.24  84.80
sdn               0.00     0.00    0.00  152.00     0.00 52284.00   687.95     9.75   63.95    0.00   63.95   6.53  99.20
sdp               0.00     0.00    0.00  127.00     0.00 41308.00   650.52     1.61   12.66    0.00   12.66   3.21  40.80
sdq               0.00     0.00    0.00  138.00     0.00 43424.00   629.33     5.73   40.93    0.00   40.93   5.62  77.60
sdr               0.00     1.00    0.00   87.00     0.00 27112.00   623.26     1.04   11.54    0.00   11.54   3.31  28.80
sds               0.00     0.00    0.00  145.00     0.00 44040.00   607.45     3.60   21.19    0.00   21.19   4.44  64.40
sdt               0.00     0.00    0.00  135.00     0.00 48524.00   718.87     8.27   52.39    0.00   52.39   7.35  99.20
sdu               0.00     0.00    0.00  114.00     0.00 37744.00   662.18     7.84   54.28    0.00   54.28   8.81 100.40
sdw               0.00     1.00    0.00  141.00     0.00 61200.00   868.09    43.61  359.18    0.00  359.18   7.12 100.40
sdv               0.00    40.00    4.00  380.00    32.00 56201.50   292.88    11.74   28.95  207.00   27.07   2.61 100.40
sdx               0.00     0.00   13.00  203.00   100.00 69232.00   641.96     9.74   41.98   84.31   39.27   4.65 100.40
sdy               0.00     0.00    1.00  152.00     8.00 51872.00   678.17     8.46   51.14  268.00   49.71   6.54 100.00
sdo               0.00     0.00    0.00  100.00     0.00 32540.00   650.80     3.51   33.76    0.00   33.76   5.36  53.60
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          47.41    0.00   28.31   11.37    0.00   12.92

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    2.00  201.00    16.00 64604.00   636.65    10.14   31.37   36.00   31.32   4.61  93.60
sdc               0.00     1.00    0.00   98.00     0.00 32248.00   658.12     2.57   26.24    0.00   26.24   5.39  52.80
sdd               0.00     0.00    0.00  204.00     0.00 65744.00   644.55    13.94   40.02    0.00   40.02   4.88  99.60
sde               0.00     0.00    0.00  139.00     0.00 41392.00   595.57     3.48   22.24    0.00   22.24   5.06  70.40
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  168.00     0.00 60876.00   724.71    11.75   65.64    0.00   65.64   5.79  97.20
sdg               0.00     0.00    0.00   75.00     0.00 24016.00   640.43     7.02   73.60    0.00   73.60  13.23  99.20
sdi               0.00     0.00    0.00   85.00     0.00 27144.00   638.68     7.91   52.85    0.00   52.85  11.62  98.80
sdj               0.00     0.00    0.00  148.00     0.00 45564.00   615.73     8.60   61.30    0.00   61.30   6.68  98.80
sdk               0.00     1.00    0.00  186.00     0.00 69796.00   750.49    12.19   28.39    0.00   28.39   4.11  76.40
sdl               0.00     0.00    0.00  215.00     0.00 73580.00   684.47     5.32   24.43    0.00   24.43   4.07  87.60
sdm               0.00     0.00    0.00  128.00     0.00 42312.00   661.12     6.11   48.22    0.00   48.22   7.44  95.20
sdh               0.00     0.00    1.00  104.00     8.00 38340.00   730.44     3.30   41.83   72.00   41.54   5.87  61.60
sdn               0.00     0.00    0.00  137.00     0.00 38528.00   562.45    12.34   53.23    0.00   53.23   7.27  99.60
sdp               0.00     1.00    0.00  118.00     0.00 40732.00   690.37     2.80   23.73    0.00   23.73   4.92  58.00
sdq               0.00     0.00    0.00  139.00     0.00 41444.00   596.32     8.24   35.74    0.00   35.74   7.11  98.80
sdr               0.00     1.00    0.00  113.00     0.00 38164.00   675.47     1.96   17.70    0.00   17.70   4.42  50.00
sds               0.00     0.00    0.00  152.00     0.00 48420.00   637.11    10.21   66.79    0.00   66.79   6.55  99.60
sdt               0.00     0.00    0.00  158.00     0.00 52420.00   663.54     8.38   57.59    0.00   57.59   6.25  98.80
sdu               0.00     0.00    0.00  112.00     0.00 38732.00   691.64    10.28   73.86    0.00   73.86   8.75  98.00
sdw               0.00     0.00    0.00   95.00     0.00 24452.00   514.78     1.08   14.44    0.00   14.44   5.73  54.40
sdv               0.00     2.00    0.00  192.00     0.00 54358.50   566.23    10.66   34.94    0.00   34.94   5.12  98.40
sdx               0.00    51.00    2.00  804.00    12.00 64064.50   159.00     9.62   11.83  250.00   11.24   1.23  99.20
sdy               0.00     0.00    0.00  138.00     0.00 48196.00   698.49     8.05   56.93    0.00   56.93   7.19  99.20
sdo               0.00     0.00    0.00  142.00     0.00 45240.00   637.18     6.78   50.51    0.00   50.51   6.99  99.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          23.65    0.00   15.33   27.03    0.00   33.99

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    0.00  107.00     0.00 42392.00   792.37     6.13   94.80    0.00   94.80   9.08  97.20
sdc               0.00     5.00    0.00  147.00     0.00 47056.00   640.22    10.46   26.64    0.00   26.64   5.33  78.40
sdd               0.00     0.00    0.00  100.00     0.00 32300.00   646.00     9.46  145.60    0.00  145.60  10.00 100.00
sde               0.00     0.00    0.00   90.00     0.00 31700.00   704.44     2.95   37.07    0.00   37.07   5.47  49.20
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  101.00     0.00 43356.00   858.53     4.34   57.47    0.00   57.47   7.68  77.60
sdg               0.00     0.00    0.00  135.00     0.00 48160.00   713.48    10.77   95.08    0.00   95.08   7.41 100.00
sdi               0.00     0.00    0.00  108.00     0.00 40484.00   749.70     8.90  116.37    0.00  116.37   9.22  99.60
sdj               0.00     1.00    0.00  159.00     0.00 53916.00   678.19     9.52   56.73    0.00   56.73   6.29 100.00
sdk               0.00     3.00    0.00  137.00     0.00 51516.00   752.06    11.03  131.07    0.00  131.07   4.96  68.00
sdl               0.00     0.00    0.00  115.00     0.00 37968.00   660.31     2.83   22.16    0.00   22.16   4.56  52.40
sdm               0.00    59.00    5.00  333.00    40.00 33690.00   199.59     5.32   17.43  124.80   15.82   2.95  99.60
sdh               0.00     0.00    0.00  191.00     0.00 60700.00   635.60     3.52   17.53    0.00   17.53   3.98  76.00
sdn               0.00     1.00    0.00  193.00     0.00 81420.00   843.73   110.96  192.46    0.00  192.46   5.18 100.00
sdp               0.00     0.00    0.00   58.00     0.00 16840.00   580.69     0.76    7.31    0.00    7.31   2.76  16.00
sdq               0.00     0.00    0.00  137.00     0.00 52956.00   773.08     5.95   67.12    0.00   67.12   7.24  99.20
sdr               0.00     0.00    0.00  132.00     0.00 55516.00   841.15    14.92  113.03    0.00  113.03   4.61  60.80
sds               0.00     0.00    1.00  145.00     8.00 53568.00   733.92     7.04   52.25  204.00   51.20   6.77  98.80
sdt               0.00     0.00    0.00  109.00     0.00 47704.00   875.30     5.37   55.12    0.00   55.12   8.95  97.60
sdu               0.00     0.00    0.00   97.00     0.00 37664.00   776.58     9.88  138.97    0.00  138.97  10.27  99.60
sdw               0.00     0.00    0.00   40.00     0.00  9892.00   494.60     0.36    8.90    0.00    8.90   4.70  18.80
sdv               0.00     0.00    0.00  144.00     0.00 46068.00   639.83    10.26   99.69    0.00   99.69   6.94 100.00
sdx               0.00     0.00    1.00  136.00     8.00 57852.00   844.67     8.16   64.70  104.00   64.41   7.24  99.20
sdy               0.00     0.00    1.00  156.00     8.00 51672.00   658.34     7.93   54.14  120.00   53.72   6.37 100.00
sdo               0.00     0.00    0.00  124.00     0.00 40300.00   650.00     4.96   32.87    0.00   32.87   5.71  70.80
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          23.60    0.00   16.52   28.27    0.00   31.61

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     0.00    6.00  193.00    48.00 79676.00   801.25    24.72  124.54  126.00  124.50   5.01  99.60
sdc               0.00     2.00    0.00  145.00     0.00 61248.00   844.80    28.12  224.97    0.00  224.97   6.90 100.00
sdd               0.00     0.00    0.00  139.00     0.00 50004.00   719.48     8.07   62.16    0.00   62.16   7.14  99.20
sde               0.00     0.00    0.00   73.00     0.00 21720.00   595.07     1.69   21.42    0.00   21.42   5.15  37.60
sda               0.00     2.00    0.00    2.00     0.00    16.00    16.00     0.00    2.00    0.00    2.00   2.00   0.40
sdf               0.00     0.00    0.00  163.00     0.00 52668.00   646.23     3.73   22.87    0.00   22.87   4.37  71.20
sdg               0.00     0.00    0.00  112.00     0.00 41940.00   748.93     8.37   77.29    0.00   77.29   8.82  98.80
sdi               0.00     0.00    0.00  168.00     0.00 56236.00   669.48     3.72   22.60    0.00   22.60   4.57  76.80
sdj               0.00     6.00    0.00  205.00     0.00 79504.00   775.65    79.15  101.09    0.00  101.09   4.88 100.00
sdk               0.00    90.00   10.00  509.00    80.00 29783.00   115.08     1.77    3.37   15.60    3.13   1.13  58.40
sdl               0.00     0.00    7.00  172.00    56.00 58256.00   651.53     4.72   28.18   55.43   27.07   5.09  91.20
sdm               0.00     0.00    0.00  112.00     0.00 39980.00   713.93     7.46   60.64    0.00   60.64   8.86  99.20
sdh               0.00     2.00    0.00  271.00     0.00 104560.00   771.66    25.79   79.11    0.00   79.11   3.50  94.80
sdn               0.00     0.00    0.00  147.00     0.00 69512.00   945.74   155.63  849.77    0.00  849.77   6.80 100.00
sdp               0.00     1.00    0.00  177.00     0.00 63820.00   721.13    12.30   30.89    0.00   30.89   4.09  72.40
sdq               0.00     0.00    0.00  155.00     0.00 49340.00   636.65     5.73   34.55    0.00   34.55   5.73  88.80
sdr               0.00     0.00    0.00   66.00     0.00 16648.00   504.48     0.88   13.33    0.00   13.33   4.00  26.40
sds               0.00     0.00    6.00  113.00    48.00 41472.00   697.82     5.90   39.19   48.00   38.73   7.60  90.40
sdt               0.00     0.00    0.00   74.00     0.00 24752.00   668.97     1.94   29.03    0.00   29.03   7.68  56.80
sdu               0.00     0.00    0.00  119.00     0.00 41992.00   705.75     6.10   46.96    0.00   46.96   8.37  99.60
sdw               0.00     2.00    0.00   24.00     0.00  7224.00   602.00     0.29   12.00    0.00   12.00   4.67  11.20
sdv               0.00     0.00    0.00  148.00     0.00 49064.00   663.03     6.70   50.24    0.00   50.24   6.70  99.20
sdx               0.00     0.00    0.00  143.00     0.00 50748.00   709.76     4.22   29.15    0.00   29.15   5.06  72.40
sdy               0.00     0.00   10.00  128.00    80.00 45632.00   662.49     9.20   57.57   84.40   55.47   7.25 100.00
sdo               0.00     0.00    0.00  130.00     0.00 45104.00   693.91     8.00   66.06    0.00   66.06   7.63  99.20
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          27.46    0.00   18.09   25.98    0.00   28.47

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00    59.00    7.00  307.00    56.00 15600.00    99.72    16.10   48.05   58.86   47.80   2.29  72.00
sdc               0.00     0.00    0.00  108.00     0.00 32164.00   595.63     9.84   96.93    0.00   96.93   8.78  94.80
sdd               0.00     0.00    1.00  135.00     8.00 45816.00   673.88    11.97   89.56  176.00   88.92   7.26  98.80
sde               0.00     0.00    0.00   72.00     0.00 21712.00   603.11     2.86   38.11    0.00   38.11   7.72  55.60
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  157.00     0.00 51212.00   652.38     7.52   42.90    0.00   42.90   6.27  98.40
sdg               0.00     3.00    0.00  146.00     0.00 67176.00   920.22   106.14  199.73    0.00  199.73   6.85 100.00
sdi               0.00     0.00    1.00  120.00     8.00 35760.00   591.21     7.13   57.42  188.00   56.33   7.93  96.00
sdj               0.00     0.00    0.00  125.00     0.00 61492.00   983.87   142.60  831.74    0.00  831.74   8.00 100.00
sdk               0.00     3.00    0.00  118.00     0.00 35716.00   605.36     8.22   57.90    0.00   57.90   8.47 100.00
sdl               0.00     0.00   23.00  138.00   184.00 46216.00   576.40     6.67   39.88   45.22   38.99   6.21 100.00
sdm               0.00     0.00    0.00  133.00     0.00 43540.00   654.74    10.97   82.86    0.00   82.86   7.52 100.00
sdh               0.00     2.00    0.00  173.00     0.00 55124.00   637.27     7.42   68.90    0.00   68.90   5.43  94.00
sdn               0.00     0.00    0.00  127.00     0.00 60120.00   946.77   132.73 1212.88    0.00 1212.88   7.87 100.00
sdp               0.00     2.00    1.00  156.00     8.00 61272.00   780.64    12.73  126.70   92.00  126.92   5.45  85.60
sdq               0.00     0.00    0.00  144.00     0.00 46468.00   645.39     6.08   39.22    0.00   39.22   6.89  99.20
sdr               0.00     0.00    0.00   85.00     0.00 24088.00   566.78     2.00   23.48    0.00   23.48   5.13  43.60
sds               0.00     0.00    7.00  126.00    56.00 40576.00   611.01    10.36   70.08  102.29   68.29   7.52 100.00
sdt               0.00     0.00    0.00   84.00     0.00 27132.00   646.00     1.45   14.67    0.00   14.67   4.33  36.40
sdu               0.00     0.00    0.00  115.00     0.00 43848.00   762.57    10.01   82.75    0.00   82.75   8.66  99.60
sdw               0.00     0.00    0.00   80.00     0.00 24052.00   601.30     2.19   22.85    0.00   22.85   6.90  55.20
sdv               0.00     1.00    1.00  118.00     8.00 44604.00   749.78    14.42  113.48  132.00  113.32   8.40 100.00
sdx               0.00     2.00    0.00  202.00     0.00 86292.00   854.38    37.27  164.28    0.00  164.28   4.95 100.00
sdy               0.00     0.00    7.00  144.00    56.00 46360.00   614.78    11.49   74.36  169.71   69.72   6.62 100.00
sdo               0.00     0.00    0.00  156.00     0.00 50136.00   642.77     8.57   54.79    0.00   54.79   6.41 100.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          31.57    0.00   20.90   22.80    0.00   24.73

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00     2.00    0.00  100.00     0.00 33340.00   666.80     4.94   59.32    0.00   59.32   9.28  92.80
sdc               0.00     5.00    0.00  109.00     0.00 31044.00   569.61     1.44   25.43    0.00   25.43   4.29  46.80
sdd               0.00     0.00    7.00  166.00    56.00 58844.00   680.92     9.31   49.27   98.29   47.20   5.78 100.00
sde               0.00     0.00    0.00  122.00     0.00 40292.00   660.52     4.92   38.07    0.00   38.07   6.43  78.40
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     0.00    0.00  186.00     0.00 67316.00   723.83     7.89   43.78    0.00   43.78   5.27  98.00
sdg               0.00     0.00    0.00  139.00     0.00 64472.00   927.65    93.55  906.96    0.00  906.96   7.19 100.00
sdi               0.00     0.00    0.00  196.00     0.00 74456.00   759.76    18.21   60.08    0.00   60.08   4.67  91.60
sdj               0.00     0.00    0.00  141.00     0.00 63976.00   907.46    58.29 1052.00    0.00 1052.00   7.09 100.00
sdk               0.00     1.00    0.00  142.00     0.00 50812.00   715.66     9.26   70.90    0.00   70.90   6.93  98.40
sdl               0.00     3.00    7.00  226.00    56.00 85064.00   730.64    21.26   91.66  125.14   90.62   4.29 100.00
sdm               0.00     0.00    0.00  157.00     0.00 50480.00   643.06     9.57   59.95    0.00   59.95   6.37 100.00
sdh               0.00     1.00    0.00  179.00     0.00 57340.00   640.67     4.18   22.97    0.00   22.97   4.87  87.20
sdn               0.00     0.00    0.00  149.00     0.00 62348.00   836.89    43.99  797.15    0.00  797.15   6.71 100.00
sdp               0.00     0.00    0.00   85.00     0.00 21852.00   514.16     0.68    8.19    0.00    8.19   3.39  28.80
sdq               0.00     0.00    0.00   76.00     0.00 27292.00   718.21     4.09   63.42    0.00   63.42   7.89  60.00
sdr               0.00     0.00    0.00  118.00     0.00 37476.00   635.19     2.08   16.37    0.00   16.37   3.22  38.00
sds               0.00    83.00    7.00  660.00    56.00 43727.50   131.28    10.42   16.41  125.14   15.26   1.50 100.00
sdt               0.00     0.00    0.00  139.00     0.00 49548.00   712.92     6.02   44.00    0.00   44.00   6.73  93.60
sdu               0.00     0.00    0.00   73.00     0.00 26008.00   712.55     6.39   83.62    0.00   83.62  13.53  98.80
sdw               0.00     0.00    0.00  115.00     0.00 40452.00   703.51     4.68   43.23    0.00   43.23   6.54  75.20
sdv               0.00     0.00    0.00  148.00     0.00 51856.00   700.76    15.13   90.24    0.00   90.24   6.76 100.00
sdx               0.00     0.00    0.00   63.00     0.00 19388.00   615.49     5.31  111.87    0.00  111.87  15.11  95.20
sdy               0.00    71.00    4.00  692.00    32.00 43854.00   126.11    10.84   17.14  181.00   16.19   1.44 100.00
sdo               0.00     0.00    0.00  156.00     0.00 50228.00   643.95    12.59   72.05    0.00   72.05   6.41 100.00
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

avg-cpu:  %user   %nice %system %iowait  %steal   %idle
          21.25    0.00   14.31   30.01    0.00   34.43

Device:         rrqm/s   wrqm/s     r/s     w/s    rkB/s    wkB/s avgrq-sz avgqu-sz   await r_await w_await  svctm  %util
sdb               0.00    41.00    0.00  215.00     0.00 27133.50   252.40     4.18   11.55    0.00   11.55   3.85  82.80
sdc               0.00     0.00    0.00   98.00     0.00 34264.00   699.27     3.98   41.47    0.00   41.47   6.57  64.40
sdd               0.00     0.00   12.00  112.00    96.00 43504.00   703.23     7.62   68.06  108.33   63.75   8.06 100.00
sde               0.00     0.00    1.00  128.00     8.00 44396.00   688.43     6.96   57.36  164.00   56.53   7.22  93.20
sda               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdf               0.00     2.00    0.00  137.00     0.00 59948.00   875.15    14.23  107.71    0.00  107.71   4.18  57.20
sdg               0.00     2.00    0.00  205.00     0.00 79960.00   780.10    23.87  306.67    0.00  306.67   4.88 100.00
sdi               0.00     3.00    0.00   87.00     0.00 31952.00   734.53     4.08  122.99    0.00  122.99   4.41  38.40
sdj               0.00     3.00    1.00  188.00     8.00 64024.00   677.59    30.11  157.35  352.00  156.32   5.29 100.00
sdk               0.00     0.00    0.00   81.00     0.00 31680.00   782.22     6.46   83.06    0.00   83.06  12.30  99.60
sdl               0.00   109.00    1.00  802.00     8.00 30122.00    75.04     5.10    3.29  356.00    2.85   1.10  88.40
sdm               0.00     0.00    0.00  102.00     0.00 42944.00   842.04     5.98   61.61    0.00   61.61   9.69  98.80
sdh               0.00     0.00    0.00  117.00     0.00 40720.00   696.07     2.51   22.19    0.00   22.19   4.00  46.80
sdn               0.00     1.00    0.00  180.00     0.00 66084.00   734.27    41.02  177.11    0.00  177.11   5.56 100.00
sdp               0.00     0.00    0.00   36.00     0.00  8848.00   491.56     0.19    5.33    0.00    5.33   3.00  10.80
sdq               0.00     1.00    0.00  114.00     0.00 53828.00   944.35    42.02  353.02    0.00  353.02   8.77 100.00
sdr               0.00     0.00    0.00   90.00     0.00 31940.00   709.78     2.18   25.87    0.00   25.87   4.31  38.80
sds               0.00     0.00    0.00   93.00     0.00 39292.00   844.99     7.27   90.97    0.00   90.97  10.71  99.60
sdt               0.00    86.00    7.00  659.00    56.00 62354.00   187.42    28.91   25.65   66.29   25.21   1.50  99.60
sdu               0.00     0.00    0.00  129.00     0.00 43460.00   673.80     7.96   70.70    0.00   70.70   7.66  98.80
sdw               0.00     0.00    0.00  150.00     0.00 52672.00   702.29     7.50   48.53    0.00   48.53   6.08  91.20
sdv               0.00     0.00    1.00  125.00     8.00 43848.00   696.13    12.57  103.68  256.00  102.46   7.94 100.00
sdx               0.00     0.00    0.00   95.00     0.00 30136.00   634.44     3.10   59.75    0.00   59.75   6.69  63.60
sdy               0.00     0.00    0.00   66.00     0.00 26100.00   790.91     8.35  112.61    0.00  112.61  15.15 100.00
sdo               0.00     0.00    0.00  137.00     0.00 51292.00   748.79     6.96   62.28    0.00   62.28   7.18  98.40
sdz               0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00
sdaa              0.00     0.00    0.00    0.00     0.00     0.00     0.00     0.00    0.00    0.00    0.00   0.00   0.00

